#,color,size,content
676,石墨色,512GB,很好的，非常满意，特别喜欢，质量绝对没话说，特别特别喜欢，拍照效果很好，运营速度很快，外观也非常好看特别好
677,远峰蓝色,256GB,的确很漂亮的苹果手机，是蓝色的，真的用起来很流畅，物流很快，客服也很好，很耐心的细致周到，13香的确与众不同，就是现在快充头要自己买摄像头也要自己买，过后还要多使用多款应用软件，多拍积累比较一下
678,远峰蓝色,256GB无忧套装,买的256无忧套餐11499刚到没几天就降500了只能给你3? 了
679,远峰蓝色,128GB,手机收到，并且使用一周，总体来说非常好，手机很轻颖，机身很轻薄，很喜欢远峰蓝，上网查了一下是正品，总体感觉非常好，
680,石墨色,256GB无忧套装,手机是真正的国行，用起来很流畅。真的很完美的
681,石墨色,512GB,包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买?感谢?宝贝心仪很久了，趁活动时候买真的太划算了，喜欢的不要犹豫啊挺好的，价格适中，质量看着不错质量非常好，非常满意的一次购物。客服有问必答，非常专业
682,金色,256GB无忧套装,很好，很漂亮，很喜欢，查验了是正品，爱不释手，就是太贵了！
683,石墨色,256GB,又买一个，比较喜欢的一款产品，性价比高，运行流畅画质好，多次购买，都说好用，值得推荐。很好的购物体验，
684,石墨色,256GB,很棒的手机，运行流畅画质好，颜色漂亮，内存够大，手感好，值得拥有。
685,石墨色,256GB无忧套装,"外形外观：美丽大气上档次，
屏幕音效：动感
拍照效果：很好"
686,石墨色,256GB,"外形外观：美观
屏幕音效：完美
拍照效果：完美
运行速度：怎一个快字了得"
687,银色,128GB无忧套装,宝贝收到啦，百分百正品，手感超级好，很满意。
688,银色,1TB,给孩子买了，孩子说很好用。苹果牌子硬，名气大，保值高。关注好久了，果断下手买了，买的最大容量，一步到位。
689,远峰蓝色,128GB无忧套装,非常好，用着很不错很不错，下次介绍朋友过来买，屏幕灵敏，顺畅，各大游戏都能运行的很顺畅，是一次很不错的购物
690,远峰蓝色,512GB,"好，特别好
外形外观：很好
屏幕音效：不错
拍照效果：特别好"
691,远峰蓝色,128GB 原装20W闪充,13香，真的香，卖家很好，送了一堆东西。第一次从安卓区过来，真心发表个人感想，首先13pro的续航真的太好用了，和之前用的四五千毫安电池的安卓机真就五五开了，牛！而且虽然像素低，但就是靠着顶级的算完美发挥，我真不敢相信这是1600像素拍出来的照片，最后就是整体体验非常好。但不得不说，苹果手机打字还有点不习惯，真得花点时间去适应。
692,远峰蓝色,256GB,外关很不错，很精致，漂亮，很喜欢，颜色也是我喜欢的，犹豫了好久也挑选了好多家的最后还是买了这家的，
693,石墨色,256GB,选择很久了，这款手机终于入手了，虽然不能分期支付一次性支付也怪香的，手感款式都很不错，价格大家都一样，这个商家送了手机壳和钢化膜还是不错的，需要一级买充电器，其他的都挺好的，很喜欢了，颜色也大气不错上档次
694,石墨色,256GB,我一直使用习惯苹果手机了，好久就想换了，这次终于换了，用起来真的是非常不错。内存容量大，用起来就方便了&hellip;&hellip;
695,石墨色,256GB,"外形外观：外观很喜欢！
拍照效果：牌照效果也非常棒！
待机时间：待机时间也比以前强多了！"
696,银色,128GB,"外形外观：金属边框使用起来手感很好
屏幕音效：屏幕尺寸够大，还是全面屏，声音效果很好，声音响亮
拍照效果：照片清晰，照片层次感分明
运行速度：运行流畅无卡顿"
697,石墨色,256GB,"快递很快 过年前就能换到新的手机很开心
外形外观：最喜欢的黑色
屏幕音效：肥肠的可以
拍照效果：nice清晰
运行速度：比闪电快"
698,石墨色,128GB 原装20W闪充,"手机是正品，用着很流畅，屏幕很清晰。
屏幕音效：清晰
运行速度：很快
待机时间：持久"
699,石墨色,256GB,"给女朋友买的，她很喜欢。
拍照效果：比苹果的其他系列好
运行速度：运行速度很快
待机时间：正常使用的话一天不需要充电"
700,远峰蓝色,512GB 原装20W闪充,手机非常好，店家服务一流，最快的时间送给到手中，现在pro还是一机难求的情况下，让我更早的拿到，赞?
701,远峰蓝色,256GB,苹果13很完美的，拍照比较清晰，手感很好。外观很酷，拍照效果非常清晰，有预算直接上256。
702,远峰蓝色,512GB 原装20W闪充,13确实不错 抢到真不容易 刘海比以前精致了 运行速率也快了很多 玩游戏杠杠滴 没有任何可以阻止我上分的脚步
703,银色,128GB,全新正品未激活未拆封  到货速度很快   13pro续航能力很长   这银色大爱啊   送的壳和膜都非常好  拍照效果杠杠得  运行速度很快  听歌音效有立体声  反正没缺点
704,石墨色,256GB,从发行到双十一入手后，运行起来还是一如既往地流畅。十三真香，除了机子有点厚以外其他都没毛病。拍照效果杠杠滴，运行速度很快。音效就没得说了真棒
705,远峰蓝色,256GB,我用了几天都没有出现一点问题，运行流畅，质量稳定。朋友很满意。支持苹果，永远的神！
706,远峰蓝色,256GB,快递速度很快 屏幕清晰 运行流畅 玩游戏没有卡顿现象 游戏体验不错
707,远峰蓝色,256GB 原装20W闪充,终于等到13香了，包装得很好，没有损坏，客服服务也很贴心
708,远峰蓝色,128GB,十三香果然名不虚传。无论外观还是使用体验都是超级一流的棒。第一台手机是摩托罗拉外，苹果手机一直用到现在。其中的原因就不言而喻了。物有所值。物超所值。
709,远峰蓝色,128GB,因为是疫情原因 快递两周才到， 解封后很快就到手上了 打开后发现摄像头位置有点磨损
710,金色,256GB 原装20W闪充,手机是正品，已经用了几天非常好，店家客服也很好，值得推荐，物流发货也很快。
711,银色,256GB,发货速度非常快，正品保证，还有赠品，很满意
712,远峰蓝色,128GB 原装20W闪充,手机是正品，送了很多大牌东西，很好支持很好?
713,远峰蓝色,128GB,"外形外观：好看
运行速度：速度快
电池续航非常能打"
714,银色,256GB,第1次从安卓转换到苹果。外观很精致也很漂亮是女朋友喜欢的颜色喜欢的颜色商家服务态度非常好，物流速度也非常快。
715,金色,256GB,非常好，没差，还赠送了壳膜套装，发货很快的，用起来很顺手，很满意。
716,远峰蓝色,256GB,"外形外观：非常好看
运行速度：很快
爱了爱了"
717,远峰蓝色,128GB,手机很好用，正品，店家服务态度很好，发货速度很快，赞一个，活动价格给力
718,远峰蓝色,256GB,运行流畅，外观设计非常好看，是正品，客服态度很好。
719,远峰蓝色,128GB 原装20W闪充,物流很快，正品行货，下次还来这买。
720,远峰蓝色,128GB,速度超快，不到24小时收到了！手机性能很好，喜欢?
721,远峰蓝色,256G 全网通,手机?收到了颜值很高。苹果手机像素杠杠的。手感超级棒。爱了爱了
722,远峰蓝色,256G 全网通,13Pro就是香，手机做工精美，没有一点遐思，手感非常舒适，大小刚刚好，无论是拍照还是摄像都特别清晰，还特别稳。120Hz高刷新率屏幕，值得一赞，特别是打王者荣耀画质极致，效果全开流畅度非常高，完全不卡顿，也不怎么发热，有点温温的感觉，果然13香，手机成色很好，是国行正品，电池100%，就是送的充电器数据线手机壳不行
723,远峰蓝色,128G 全网通,物流很快，包装很好，手机也非常完美，电池容量100，和新机几乎一样，性价比超高！
724,石墨色,512G 全网通,手机已收到手感很好?服务态度好
725,远峰蓝色,256G 全网通,手机非常完美，电池百分之100，谢谢老板的小礼品，下次换手机还来你家买。
726,银色,256G 全网通,手机很好，发货很快 手机没有瑕疵 客服态度很好 有问题必答，会推荐给朋友
727,远峰蓝色,256G 全网通,真的跟新的没区别，电池效率100，比官网便宜将近2000，太值了！
728,远峰蓝色,128G 全网通,618活动下单的，机子手感很好，用起来比我的11快多了
729,远峰蓝色,128G 全网通,很赞
730,远峰蓝色,256G 全网通,现在也在用感觉性价比挺高的 电池健康也是百分百 很不错 ?和新机没什么区别
731,石墨色,1TB 全网通,物流很快，物品完好无损，用起来很舒服，喜欢?宝贝非常棒，是自己想要的那种风格，到货也很快，谢谢老板，服务五颗星
732,远峰蓝色,256G 全网通,刚拿到手感觉很好 、好用正品。
733,远峰蓝色,256G 全网通,手机发货很快，本来以为要等几天，没想到第二天就到了，各方面感觉都ok
734,远峰蓝色,256G 全网通,很好的商家，真的很好，产品很新，验证了
735,远峰蓝色,128G 全网通,手机很不错！颜值很高爱了爱了
736,远峰蓝色,128G 全网通,服务态度很好，发货快，建议购买！
737,银色,128G 全网通,手机手感非常好。电池100的。就是新机。以后还会继续光顾
738,远峰蓝色,256G 全网通,怎么说呢，卖家描述准新机，我收到的屏幕有划痕，尾插划痕比较严重，使用了几天面容解锁不灵敏，其他的暂时没发现什么问题。
739,银色,256G 全网通,手机跟新的没区别，小巧的外观拿在手里刚刚好，和平精英还可以开90帧，很难不爱，如果有想换手机的就选他们家的，喜欢赶紧入手！
740,远峰蓝色,128G 全网通,感觉就像新机一样，非常完美
741,远峰蓝色,128G 全网通,准新机，运行非常流畅，颜值高，价格实惠，值得购买。
